1|'en'|'US'|'4'|'English'|'English'|1|0
2|'pt'|'BR'|'4'|'Portuguese'|'Português'|1|0
3|'es'|'ES'|'4'|'Spanish'|'Español'|1|0
4|'ko'|'KR'|'4'|'Korean'|'???'|0|0
5|'it'|'IT'|'4'|'Italian'|'Italiano'|1|0
6|'fr'|'FR'|'4'|'French'|'Français'|1|0
7|'el'|'GR'|'4'|'Greek'|'Greek'|0|0
8|'zh-CHS'|'CN'|'4'|'Chinese'|'Chinese'|0|1
9|'ar'|'SA'|'4'|'Arabic'|'Arabic'|0|1
10|'ru'|'RU'|'4'|'Russian'|'Russia'|0|0
11|'th'|'TH'|'4'|'Thailand'|'Siamese'|0|0
